Incident_DateTime,Borough,Battalion,Incident_Classification,Cause_Fire_Description,Fire_Code_Category
01/12/2016 03:20:00 PM,Queens,46,MD Residential Structure,Incendiary,Incendiary
01/12/2016 03:51:00 PM,Bronx,19,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/12/2016 05:37:00 PM,Manhattan,13,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/12/2016 06:30:00 PM,Manhattan,08,Other,Juvenile Firesetter Intervention,Other
01/12/2016 09:53:00 PM,Queens,46,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/12/2016 10:07:00 PM,Queens,53,MD Residential Structure,Matches/Lighter,Open Flame
01/13/2016 12:00:00 AM,Brooklyn,35,MD Residential Structure,Permanent Heater - Gas,Heaters
01/13/2016 12:51:00 AM,Queens,53,Outside Rubbish,Incendiary,Incendiary
01/13/2016 01:42:00 AM,Bronx,20,PD Residential Structure,Food on the Stove,Cooking Carelessness
01/13/2016 02:30:00 AM,Queens,53,PD Residential Structure,Electrical Wiring,Electrical
01/13/2016 03:15:00 AM,Queens,54,PD Residential Structure,Candle,Open Flame
01/13/2016 05:20:00 AM,Queens,49,Vehicle,Incendiary - Combustible Material,Incendiary
01/13/2016 07:42:00 AM,Brooklyn,41,MFA,MFA,No Fire
01/13/2016 08:19:00 AM,Queens,47,Other,Other,Other
01/13/2016 10:26:00 AM,Queens,49,Commercial Structure,Fuse/Circuit Breaker Panel,Electrical
01/13/2016 12:04:00 PM,Brooklyn,58,PD Residential Structure,Matches/Lighter,Open Flame
01/13/2016 12:24:00 PM,Brooklyn,41,MD Residential Structure,Incense,Hot Objects
01/13/2016 01:46:00 PM,Brooklyn,41,MFA,MFA,No Fire
01/13/2016 01:49:00 PM,Bronx,26,Other,Juvenile Firesetter Intervention,Other
01/13/2016 02:00:00 PM,Brooklyn,38,Other,Juvenile Firesetter Intervention,Other
01/13/2016 02:40:00 PM,Manhattan,11,MD Residential Structure,Preliminary Investigation Only,Other
01/13/2016 02:53:00 PM,Bronx,18,MD Residential Structure,Portable Heater - Electric,Heaters
01/13/2016 03:27:00 PM,Brooklyn,44,MD Residential Structure,Preliminary Investigation Only,Other
01/13/2016 04:00:00 PM,Queens,50,Burn Notification (Albany),Albany Burn Notif. / Pending Investigation,Other
01/13/2016 05:27:00 PM,Queens,50,Vehicle,Incendiary - Combustible Material,Incendiary
01/13/2016 05:53:00 PM,Bronx,15,MD Residential Structure,Incendiary,Incendiary
01/13/2016 06:12:00 PM,Brooklyn,31,MD Residential Structure,Clothes Dryer,Appliances
01/13/2016 06:32:00 PM,Queens,49,Vehicle,Vehicle Wiring,Electrical
01/13/2016 06:55:00 PM,Manhattan,12,MD Residential Structure,Candle,Open Flame
01/13/2016 06:59:00 PM,Brooklyn,39,PD Residential Structure,Candle,Open Flame
01/13/2016 07:22:00 PM,Queens,53,Outside Rubbish,Incendiary,Incendiary
01/13/2016 08:43:00 PM,Bronx,03,PD Residential Structure,Permanent Heater - Oil,Heaters
01/13/2016 09:09:00 PM,Bronx,17,MD Residential Structure,Heat from Light Bulb,Hot Objects
01/13/2016 09:44:00 PM,Manhattan,04,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/13/2016 10:06:00 PM,Manhattan,16,MD Residential Structure,Incendiary,Incendiary
01/13/2016 10:37:00 PM,Brooklyn,44,MD Residential Structure,Preliminary Investigation Only,Other
01/14/2016 04:32:00 AM,Bronx,26,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/14/2016 05:25:00 AM,Queens,49,MD Residential Structure,Incendiary,Incendiary
01/14/2016 07:31:00 AM,Queens,54,PD Residential Structure,Electrical Wiring,Electrical
01/14/2016 09:59:00 AM,Manhattan,09,MD Residential Structure,Other - Electrical,Electrical
01/14/2016 10:30:00 AM,Brooklyn,43,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
01/14/2016 10:31:00 AM,Brooklyn,43,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
01/14/2016 11:25:00 AM,Brooklyn,41,MD Residential Structure,Preliminary Investigation Only,Other
01/14/2016 11:41:00 AM,Queens,47,MD Residential Structure,Stove/Cooking - Stove,Cooking Carelessness
01/14/2016 11:45:00 AM,Brooklyn,37,MD Residential Structure,Preliminary Investigation Only,Other
01/14/2016 11:58:00 AM,Queens,50,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/14/2016 12:12:00 PM,Brooklyn,43,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
01/14/2016 01:00:00 PM,Brooklyn,48,MD Residential Structure,Clothes Dryer - Natural Gas,Appliances
01/14/2016 02:52:00 PM,Queens,54,PD Residential Structure,Electrical Wiring,Electrical
01/14/2016 03:56:00 PM,Manhattan,09,Other,Other - No Fire,No Fire
01/14/2016 04:39:00 PM,Brooklyn,33,Commercial Structure,Rangehood Fire - Ductwork,Cooking Carelessness
01/14/2016 04:46:00 PM,Manhattan,04,Government Structure,MFA,No Fire
01/14/2016 05:11:00 PM,Staten Island,22,MD Residential Structure,Incendiary,Incendiary
12/05/2018 05:44:00 PM,Bronx,26,MD Residential Structure,SIU Investigation,Other
12/23/2018 03:06:00 PM,Queens,50,MD Residential Structure,Other,Other
07/21/2019 03:45:00 AM,Bronx,18,Outside Rubbish,Incendiary,Incendiary
01/23/2016 01:45:00 PM,Bronx,03,MD Residential Structure,Incendiary,Incendiary
06/12/2018 03:35:00 AM,Manhattan,02,Other,Incendiary,Incendiary
05/28/2018 02:18:00 AM,Brooklyn,58,MD Residential Structure,SIU Investigation,Other
06/11/2020 06:27:00 PM,Brooklyn,43,MD Residential Structure,Incendiary,Incendiary
11/09/2017 07:00:00 AM,Brooklyn,42,MD Residential Structure,SIU Investigation,Other
01/21/2017 09:54:00 AM,Staten Island,23,Other,Smoking (Cigarette/Cigar),Smoking
01/17/2017 08:57:00 AM,Brooklyn,43,Other,SIU Investigation,Other
11/01/2016 08:36:00 PM,Brooklyn,39,PD Residential Structure,Other,Other
11/23/2016 12:12:00 PM,Brooklyn,42,MFA,MFA,No Fire
01/14/2016 05:56:00 PM,Brooklyn,41,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
01/14/2016 06:45:00 PM,Manhattan,06,MD Residential Structure,Other - Electrical,Electrical
01/14/2016 07:20:00 PM,Brooklyn,44,PD Residential Structure,Preliminary Investigation Only,Other
01/14/2016 07:51:00 PM,Brooklyn,41,MFA,MFA,No Fire
01/14/2016 08:31:00 PM,Bronx,18,PD Residential Structure,Incendiary,Incendiary
03/18/2019 06:17:00 PM,Staten Island,21,MD Residential Structure,Incendiary,Incendiary
01/14/2016 08:42:00 PM,Manhattan,08,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/15/2016 12:00:00 AM,Bronx,17,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/15/2016 03:30:00 AM,Brooklyn,57,MD Residential Structure,Incendiary - Ignitable Liquid,Incendiary
01/15/2016 05:05:00 AM,Manhattan,07,MD Residential Structure,Incendiary,Incendiary
01/15/2016 06:50:00 AM,Brooklyn,38,MD Residential Structure,Other - Electrical,Electrical
01/15/2016 06:53:00 AM,Manhattan,09,Vehicle,Smoking (Cigarette/Cigar),Smoking
01/15/2016 08:58:00 AM,Manhattan,06,MD Residential Structure,Incendiary,Incendiary
01/15/2016 11:26:00 AM,Brooklyn,35,PD Residential Structure,Incendiary - Torch - Illegal Use of,Incendiary
01/15/2016 01:40:00 PM,Brooklyn,38,PD Residential Structure,Preliminary Investigation Only,Other
01/15/2016 02:50:00 PM,Staten Island,21,PD Residential Structure,Candle,Open Flame
01/15/2016 04:00:00 PM,Bronx,03,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/15/2016 05:16:00 PM,Queens,50,MD Residential Structure,Electrical Wiring,Electrical
01/15/2016 06:21:00 PM,Queens,43,PD Residential Structure,Electrical Wiring,Electrical
01/15/2016 08:27:00 PM,Manhattan,11,MD Residential Structure,Preliminary Investigation Only,Other
01/15/2016 08:48:00 PM,Queens,54,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/15/2016 08:55:00 PM,Bronx,03,Commercial Structure,Other - Liquid,Ignitable
01/15/2016 09:20:00 PM,Manhattan,04,MD Residential Structure,Preliminary Investigation Only,Other
01/15/2016 10:05:00 PM,Queens,50,PD Residential Structure,Child Playing w/Matches/Lighter,Open Flame
01/15/2016 10:20:00 PM,Queens,46,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/16/2016 12:00:00 AM,Brooklyn,33,Vehicle,Other - No Fire,No Fire
01/16/2016 09:40:00 AM,Manhattan,16,MD Residential Structure,Carbon Monoxide Incident,No Fire
01/16/2016 09:48:00 AM,Staten Island,22,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
01/16/2016 12:35:00 PM,Manhattan,11,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/16/2016 04:09:00 PM,Queens,47,PD Residential Structure,Other - Electrical,Electrical
01/16/2016 05:26:00 PM,Queens,52,PD Residential Structure,Electrical Wiring,Electrical
01/16/2016 07:38:00 PM,Bronx,19,MD Residential Structure,Incendiary - Fireworks,Incendiary
01/16/2016 08:19:00 PM,Brooklyn,28,Vehicle,Preliminary Investigation Only,Other
01/16/2016 09:45:00 PM,Brooklyn,38,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/16/2016 10:26:00 PM,Brooklyn,44,Outside Rubbish,Incendiary - Combustible Material,Incendiary
01/16/2016 11:17:00 PM,Manhattan,04,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/17/2016 12:06:00 AM,Queens,47,MD Residential Structure,Hard Wire Outlet,Electrical
01/17/2016 12:08:00 AM,Brooklyn,58,MD Residential Structure,Preliminary Investigation Only,Other
01/17/2016 12:12:00 AM,Brooklyn,44,MD Residential Structure,Food on the Stove,Cooking Carelessness
01/17/2016 12:30:00 AM,Manhattan,04,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/17/2016 02:40:00 AM,Queens,54,PD Residential Structure,Power Strip,Electrical
01/17/2016 02:52:00 AM,Manhattan,12,MD Residential Structure,Incendiary,Incendiary
01/17/2016 03:41:00 AM,Queens,39,Garage/Shed,Preliminary Investigation Only,Other
01/17/2016 04:16:00 AM,Queens,49,Vehicle,Incendiary - Combustible Material,Incendiary
01/17/2016 04:27:00 AM,Brooklyn,44,Vehicle,Incendiary - Combustible Material,Incendiary
01/17/2016 04:49:00 AM,Brooklyn,35,MD Residential Structure,Electrical Wiring,Electrical
01/17/2016 05:01:00 AM,Manhattan,16,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/17/2016 05:19:00 AM,Brooklyn,38,MD Residential Structure,Candle,Open Flame
01/17/2016 05:42:00 AM,Manhattan,11,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/17/2016 06:10:00 AM,Manhattan,16,MD Residential Structure,Permanent Heater - Electric,Heaters
01/17/2016 09:08:00 AM,Bronx,14,PD Residential Structure,Electrical Wiring,Electrical
01/17/2016 01:41:00 PM,Queens,54,PD Residential Structure,Permanent Heater - Gas,Heaters
01/17/2016 02:00:00 PM,Manhattan,09,MD Residential Structure,Preliminary Investigation Only,Other
01/17/2016 03:58:00 PM,Bronx,15,MD Residential Structure,MFA,No Fire
01/17/2016 05:24:00 PM,Manhattan,09,No Fire,Other - No Fire,No Fire
01/17/2016 05:49:00 PM,Brooklyn,44,MD Residential Structure,Incendiary,Incendiary
01/17/2016 06:32:00 PM,Staten Island,23,Garage/Shed,Electrical Wiring,Electrical
01/17/2016 08:30:00 PM,Bronx,26,MD Residential Structure,Other - Open Flame,Open Flame
01/17/2016 08:46:00 PM,Bronx,03,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/17/2016 09:06:00 PM,Queens,50,Commercial Structure,Other - Electrical,Electrical
01/17/2016 09:46:00 PM,Bronx,18,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/17/2016 11:48:00 PM,Brooklyn,31,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/18/2016 12:21:00 AM,Queens,49,PD Residential Structure,Food on the Stove,Cooking Carelessness
01/18/2016 01:28:00 AM,Brooklyn,39,PD Residential Structure,Other - Electrical,Electrical
01/18/2016 01:59:00 AM,Brooklyn,37,Other,Other - No Fire,No Fire
01/18/2016 03:18:00 AM,Brooklyn,58,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/18/2016 08:51:00 AM,Manhattan,01,Other,Incendiary - Combustible Material,Incendiary
01/18/2016 12:37:00 PM,Bronx,15,No Fire,MFA,No Fire
01/18/2016 01:02:00 PM,Brooklyn,45,Commercial Structure,Clothes Dryer,Appliances
01/18/2016 01:47:00 PM,Queens,47,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/18/2016 01:54:00 PM,Brooklyn,38,MD Residential Structure,Preliminary Investigation Only,Other
01/18/2016 02:22:00 PM,Bronx,26,MFA,MFA,No Fire
01/18/2016 03:05:00 PM,Bronx,15,Burn Notification,Albany Burn Notif. / Pending Investigation,Other
01/18/2016 03:16:00 PM,Queens,54,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/18/2016 05:02:00 PM,Brooklyn,45,Commercial Structure,Appliance Cord,Electrical
01/18/2016 05:05:00 PM,Bronx,03,MD Residential Structure,Preliminary Investigation Only,Other
01/18/2016 05:09:00 PM,Bronx,15,MD Residential Structure,Preliminary Investigation Only,Other
01/18/2016 05:53:00 PM,Brooklyn,58,Commercial Structure,Clothes Dryer,Appliances
01/18/2016 07:24:00 PM,Brooklyn,35,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
01/18/2016 07:59:00 PM,Bronx,18,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/18/2016 08:07:00 PM,Brooklyn,38,MD Residential Structure,Electrical Wiring,Electrical
01/18/2016 08:17:00 PM,Bronx,27,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/18/2016 08:18:00 PM,Brooklyn,44,MD Residential Structure,Permanent Heater - Electric,Heaters
01/18/2016 09:45:00 PM,Staten Island,22,PD Residential Structure,Clothes Dryer - Natural Gas,Appliances
01/18/2016 10:19:00 PM,Manhattan,16,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/18/2016 11:08:00 PM,Bronx,15,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/18/2016 11:10:00 PM,Staten Island,22,Vehicle,Vehicle Wiring,Electrical
01/19/2016 01:34:00 AM,Bronx,14,MD Residential Structure,Incendiary,Incendiary
01/19/2016 03:20:00 AM,Bronx,03,Vehicle,Incendiary - Ignitable Liquid,Incendiary
01/19/2016 04:03:00 AM,Bronx,20,PD Residential Structure,Other - Hot Objects,Hot Objects
01/19/2016 04:39:00 AM,Manhattan,11,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/19/2016 01:41:00 PM,Staten Island,23,Outside Rubbish,Preliminary Investigation Only,Other
01/19/2016 01:54:00 PM,Queens,52,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/19/2016 01:57:00 PM,Brooklyn,40,PD Residential Structure,Electrical Wiring,Electrical
01/19/2016 02:14:00 PM,Brooklyn,58,PD Residential Structure,Electrical Wiring,Electrical
01/19/2016 02:21:00 PM,Manhattan,09,Other,Motors - Alternative Fuel Powered,Motors
01/19/2016 03:49:00 PM,Brooklyn,44,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/19/2016 04:10:00 PM,Queens,45,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
01/19/2016 04:46:00 PM,Manhattan,08,MD Residential Structure,Stove  - Natural Gas,Appliances
01/19/2016 05:12:00 PM,Bronx,06,Vehicle,Vehicle Wiring,Electrical
01/19/2016 05:45:00 PM,Queens,46,MD Residential Structure,Clothes Dryer,Appliances
01/19/2016 05:55:00 PM,Brooklyn,44,MD Residential Structure,Stove/Cooking - Stove,Cooking Carelessness
01/19/2016 06:13:00 PM,Brooklyn,42,MD Residential Structure,Preliminary Investigation Only,Other
01/19/2016 06:19:00 PM,Brooklyn,44,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
01/19/2016 07:04:00 PM,Bronx,03,Commercial Structure,Preliminary Investigation Only,Other
01/19/2016 08:15:00 PM,Brooklyn,44,Other,Spontaneous Combustion,Natural Sources
01/19/2016 08:56:00 PM,Bronx,03,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/19/2016 09:19:00 PM,Manhattan,10,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
01/19/2016 10:09:00 PM,Manhattan,11,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/19/2016 11:25:00 PM,Brooklyn,38,Outside Rubbish,Barbecue - Wood/Charcoal,Cooking Carelessness
01/20/2016 12:33:00 AM,Manhattan,02,MD Residential Structure,Preliminary Investigation Only,Other
01/20/2016 04:59:00 AM,Brooklyn,32,PD Residential Structure,Electrical Wiring,Electrical
01/20/2016 08:18:00 AM,Manhattan,09,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/20/2016 08:21:00 AM,Queens,49,Vehicle,Motors - Fossil Fuel Powered,Motors
01/20/2016 09:37:00 AM,Brooklyn,33,PD Residential Structure,Extension Cord,Electrical
01/20/2016 10:14:00 AM,Manhattan,12,MD Residential Structure,Incendiary,Incendiary
01/20/2016 10:23:00 AM,Brooklyn,44,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/20/2016 12:17:00 PM,Staten Island,21,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/20/2016 02:10:00 PM,Brooklyn,48,Commercial Structure,Other Appliance,Appliances
01/20/2016 02:33:00 PM,Brooklyn,33,Vehicle,Vehicle Wiring,Electrical
01/20/2016 05:01:00 PM,Bronx,03,Outside Rubbish,Preliminary Investigation Only,Other
01/20/2016 06:04:00 PM,Queens,51,PD Residential Structure,Electrical Wiring,Electrical
01/20/2016 07:31:00 PM,Queens,53,Commercial Structure,Other - Electrical,Electrical
01/20/2016 07:35:00 PM,Brooklyn,38,MD Residential Structure,Preliminary Investigation Only,Other
01/20/2016 08:15:00 PM,Queens,49,PD Residential Structure,Extension Cord,Electrical
01/20/2016 10:25:00 PM,Manhattan,09,Commercial Structure,Smoking (Cigarette/Cigar),Smoking
01/21/2016 12:57:00 AM,Bronx,18,MD Residential Structure,Other,Other
01/21/2016 05:03:00 AM,Brooklyn,38,Religious Structure,Other - Electrical,Electrical
01/21/2016 08:29:00 AM,Brooklyn,58,Vehicle,Vehicle Wiring,Electrical
01/21/2016 09:20:00 AM,Bronx,15,PD Residential Structure,Candle,Open Flame
01/21/2016 11:55:00 AM,Manhattan,12,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/21/2016 01:16:00 PM,Bronx,26,Commercial Structure,Heaters - Other,Heaters
01/21/2016 02:54:00 PM,Brooklyn,58,PD Residential Structure,Torch - Legal Use of,Open Flame
01/21/2016 03:25:00 PM,Staten Island,22,PD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking Carelessness
01/21/2016 06:44:00 PM,Brooklyn,41,MD Residential Structure,Heat from Light Bulb,Hot Objects
01/21/2016 07:35:00 PM,Brooklyn,44,MD Residential Structure,Incendiary - Combustible Material,Incendiary
01/21/2016 07:36:00 PM,Bronx,03,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/21/2016 07:49:00 PM,Queens,54,PD Residential Structure,Preliminary Investigation Only,Other
01/21/2016 08:40:00 PM,Manhattan,06,MD Residential Structure,Candle,Open Flame
01/21/2016 09:21:00 PM,Bronx,17,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
01/21/2016 09:22:00 PM,Bronx,17,MD Residential Structure,Preliminary Investigation Only,Other
01/21/2016 11:20:00 PM,Bronx,17,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
01/21/2016 11:54:00 PM,Manhattan,13,MD Residential Structure,Preliminary Investigation Only,Other
01/22/2016 12:01:00 AM,Queens,49,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
