Incident_DateTime,Borough,Battalion,Incident_Classification,Cause_Fire_Description,Fire_Code_Category
09/19/2016 03:35:00 PM,Brooklyn,43,MD Residential Structure,Preliminary Investigation Only,Other
09/19/2016 03:36:00 PM,Manhattan,08,MD Residential Structure,Preliminary Investigation Only,Other
09/19/2016 06:00:00 PM,Bronx,14,Other,Juvenile Firesetter Intervention,Other
09/19/2016 06:06:00 PM,Queens,46,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/19/2016 07:24:00 PM,Manhattan,11,MD Residential Structure,Preliminary Investigation Only,Other
09/19/2016 07:43:00 PM,Bronx,19,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
09/19/2016 08:09:00 PM,Bronx,27,MD Residential Structure,Preliminary Investigation Only,Other
09/19/2016 08:28:00 PM,Brooklyn,44,Vehicle,Vehicle Wiring,Electrical
09/19/2016 10:03:00 PM,Brooklyn,43,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/19/2016 10:52:00 PM,Queens,46,Vehicle,Vehicle Wiring,Electrical
09/20/2016 02:06:00 AM,Queens,53,Outside Rubbish,Incendiary,Incendiary
09/20/2016 02:55:26 AM,Queens,45,MD Residential Structure,Electrical Wiring,Electrical
09/20/2016 05:26:00 AM,Bronx,15,MD Residential Structure,Preliminary Investigation Only,Other
09/20/2016 08:00:00 AM,Bronx,18,Other,Juvenile Firesetter Intervention,Other
09/20/2016 10:56:32 AM,Queens,28,PD Residential Structure,Electrical Wiring,Electrical
09/20/2016 11:12:00 AM,Brooklyn,28,MD Residential Structure,Preliminary Investigation Only,Other
09/20/2016 12:50:00 PM,Bronx,27,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
09/20/2016 01:30:00 PM,Brooklyn,44,Outside Rubbish,Incendiary - Combustible Material,Incendiary
09/20/2016 04:40:05 PM,Brooklyn,28,MD Residential Structure,Clothes Dryer - Natural Gas,Appliances
12/05/2016 06:59:36 PM,Brooklyn,41,MFA,MFA,No Fire
09/20/2016 06:31:00 PM,Bronx,18,Outside Rubbish,Incendiary - Combustible Material,Incendiary
09/20/2016 06:39:00 PM,Queens,52,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
09/20/2016 07:32:00 PM,Manhattan,04,MD Residential Structure,Preliminary Investigation Only,Other
09/20/2016 07:55:36 PM,Queens,46,MD Residential Structure,Stove/Cooking - Fryer,Cooking Carelessness
09/20/2016 08:19:00 PM,Bronx,17,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
09/20/2016 10:26:47 PM,Queens,49,PD Residential Structure,Electrical Wiring,Electrical
09/20/2016 11:58:33 PM,Staten Island,23,PD Residential Structure,Clothes Dryer - Natural Gas,Appliances
09/21/2016 01:08:00 AM,Bronx,27,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
09/21/2016 01:46:50 AM,Brooklyn,39,PD Residential Structure,Incendiary,Incendiary
09/21/2016 01:49:00 AM,Bronx,14,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/21/2016 02:26:00 AM,Manhattan,02,Other,Incendiary,Incendiary
09/21/2016 04:37:19 AM,Queens,54,PD Residential Structure,Incendiary - Ignitable Liquid,Incendiary
09/21/2016 04:47:00 AM,Queens,50,MD Residential Structure,Incense,Hot Objects
09/21/2016 05:21:54 AM,Manhattan,08,MD Residential Structure,Other - Electrical,Electrical
09/21/2016 08:00:00 AM,Brooklyn,37,MD Residential Structure,Incendiary,Incendiary
09/21/2016 12:42:00 PM,Queens,49,Burn Notification (Albany),Albany Burn Notif. / Pending Investigation,Other
09/21/2016 12:52:00 PM,Manhattan,08,MD Residential Structure,Preliminary Investigation Only,Other
09/21/2016 02:03:00 PM,Queens,54,PD Residential Structure,Preliminary Investigation Only,Other
09/21/2016 05:08:00 PM,Bronx,27,PD Residential Structure,Torch - Legal Use of,Open Flame
09/21/2016 05:32:06 PM,Queens,28,PD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking Carelessness
09/21/2016 06:31:00 PM,Bronx,19,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/21/2016 06:33:00 PM,Bronx,03,Outside Rubbish,Incendiary,Incendiary
09/21/2016 06:34:00 PM,Bronx,20,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
09/21/2016 07:07:00 PM,Bronx,15,MD Residential Structure,Torch - Legal Use of,Open Flame
09/21/2016 07:08:00 PM,Staten Island,22,Other,Incendiary - Combustible Material,Incendiary
09/21/2016 07:30:00 PM,Queens,52,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
09/21/2016 08:15:00 PM,Staten Island,23,PD Residential Structure,Preliminary Investigation Only,Other
09/21/2016 09:05:23 PM,Brooklyn,44,Commercial Structure,Clothes Dryer - Natural Gas,Appliances
09/21/2016 09:15:21 PM,Queens,54,PD Residential Structure,Heat from an Iron,Hot Objects
09/21/2016 09:38:00 PM,Queens,52,Vehicle,Other,Other
09/21/2016 09:53:00 PM,Queens,47,Nursing Home,Smoking (Cigarette/Cigar),Smoking
09/21/2016 10:04:00 PM,Bronx,18,MD Residential Structure,Incense,Hot Objects
09/21/2016 10:58:00 PM,Brooklyn,43,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
09/21/2016 11:14:00 PM,Manhattan,04,Outside Rubbish,Preliminary Investigation Only,Other
09/22/2016 12:10:22 AM,Manhattan,16,MD Residential Structure,Incendiary,Incendiary
09/22/2016 02:16:32 AM,Manhattan,12,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/22/2016 03:22:00 AM,Bronx,03,MD Residential Structure,Preliminary Investigation Only,Other
09/22/2016 04:49:00 AM,Manhattan,11,MD Residential Structure,Preliminary Investigation Only,Other
09/22/2016 05:25:00 AM,Queens,54,Outside Rubbish,Incendiary - Combustible Material,Incendiary
09/22/2016 08:00:00 AM,Brooklyn,44,Other,Juvenile Firesetter Intervention,Other
09/22/2016 08:14:00 AM,Brooklyn,38,MD Residential Structure,Preliminary Investigation Only,Other
09/22/2016 12:32:40 PM,Brooklyn,58,MD Residential Structure,Incendiary,Incendiary
09/22/2016 12:40:00 PM,Queens,50,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
09/22/2016 12:53:00 PM,Manhattan,13,Outside Rubbish,Incendiary - Combustible Material,Incendiary
09/22/2016 01:02:03 PM,Queens,46,MD Residential Structure,Other - Electrical,Electrical
09/22/2016 03:39:06 PM,Manhattan,10,MD Residential Structure,Candle,Open Flame
09/22/2016 03:46:00 PM,Queens,46,Commercial Structure,Other - Hot Objects,Hot Objects
09/22/2016 06:56:23 PM,Brooklyn,42,MD Residential Structure,Stove/Cooking - Electric,Cooking Carelessness
09/22/2016 08:59:00 PM,Bronx,14,Outside Rubbish,Incendiary - Combustible Material,Incendiary
09/23/2016 01:42:00 AM,Queens,51,PD Residential Structure,Microwave,Appliances
09/23/2016 07:24:00 AM,Manhattan,04,MD Residential Structure,Incendiary,Incendiary
09/23/2016 09:00:00 AM,Queens,46,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
09/23/2016 09:42:00 AM,Staten Island,22,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
09/23/2016 01:10:09 PM,Brooklyn,37,PD Residential Structure,Preliminary Investigation Only,Other
09/23/2016 01:39:00 PM,Brooklyn,38,MD Residential Structure,Incendiary - Combustible Material,Incendiary
09/23/2016 01:52:21 PM,Staten Island,22,Brush,Heat or Sparks from Friction,Hot Objects
09/23/2016 03:20:00 PM,Manhattan,10,MD Residential Structure,Incendiary,Incendiary
09/23/2016 03:28:47 PM,Bronx,17,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
09/23/2016 03:40:00 PM,Manhattan,02,Other,SIU Investigation,Other
09/23/2016 03:55:00 PM,Manhattan,11,MD Residential Structure,Incendiary - Combustible Material,Incendiary
09/23/2016 03:56:09 PM,Brooklyn,33,PD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
09/23/2016 06:45:00 PM,Brooklyn,57,MD Residential Structure,Incendiary,Incendiary
09/23/2016 09:41:26 PM,Brooklyn,41,Garage/Shed,Smoking (Cigarette/Cigar),Smoking
09/23/2016 11:04:00 PM,Brooklyn,43,Burn Notification,Albany Burn Notif. / Pending Investigation,Other
09/23/2016 11:54:00 PM,Brooklyn,57,Commercial Structure,Clothes Dryer - Natural Gas,Appliances
09/24/2016 12:40:00 AM,Manhattan,04,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
09/24/2016 01:07:00 AM,Bronx,15,MD Residential Structure,Preliminary Investigation Only,Other
09/24/2016 02:06:00 AM,Bronx,03,MD Residential Structure,Preliminary Investigation Only,Other
09/24/2016 03:05:00 AM,Bronx,14,MD Residential Structure,Preliminary Investigation Only,Other
09/24/2016 04:22:03 AM,Brooklyn,39,PD Residential Structure,Electrical Wiring,Electrical
09/24/2016 07:16:00 AM,Brooklyn,48,PD Residential Structure,Candle,Open Flame
09/24/2016 07:55:00 AM,Queens,50,PD Residential Structure,Extension Cord,Electrical
09/24/2016 08:04:00 AM,Brooklyn,44,MD Residential Structure,Preliminary Investigation Only,Other
09/24/2016 09:08:31 AM,Manhattan,12,MD Residential Structure,Candle,Open Flame
09/24/2016 09:42:00 AM,Manhattan,04,MD Residential Structure,Incendiary - Combustible Material,Incendiary
09/24/2016 10:39:08 AM,Brooklyn,44,Commercial Structure,Incendiary - Ignitable Liquid,Incendiary
09/24/2016 01:11:00 PM,Bronx,17,Outside Rubbish,Preliminary Investigation Only,Other
09/24/2016 02:00:00 PM,Queens,49,PD Residential Structure,Extension Cord,Electrical
09/24/2016 02:06:40 PM,Manhattan,06,Commercial Structure,Electrical Wiring,Electrical
09/24/2016 02:16:00 PM,Queens,53,PD Residential Structure,Preliminary Investigation Only,Other
09/24/2016 03:00:00 PM,Brooklyn,58,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
09/24/2016 03:38:00 PM,Queens,47,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
09/24/2016 04:08:00 PM,Bronx,26,Outside Rubbish,Incendiary - Combustible Material,Incendiary
09/24/2016 04:19:00 PM,Manhattan,06,MD Residential Structure,Other Appliance,Appliances
09/24/2016 05:07:22 PM,Manhattan,01,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/24/2016 06:52:06 PM,Brooklyn,48,MD Residential Structure,Food on the Stove,Cooking Carelessness
09/24/2016 08:24:00 PM,Brooklyn,37,MD Residential Structure,Incendiary - Combustible Material,Incendiary
09/24/2016 10:00:00 PM,Queens,53,PD Residential Structure,Preliminary Investigation Only,Other
09/25/2016 12:15:15 AM,Queens,45,MFA,MFA,No Fire
09/25/2016 02:23:00 AM,Brooklyn,37,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/25/2016 02:47:48 AM,Bronx,20,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
09/25/2016 03:12:37 AM,Staten Island,23,Vehicle,Incendiary - Ignitable Liquid,Incendiary
09/25/2016 03:17:22 AM,Brooklyn,42,Outside Rubbish,Other - No Fire,No Fire
09/25/2016 07:00:00 AM,Manhattan,09,School,Incendiary,Incendiary
09/25/2016 08:28:00 AM,Manhattan,16,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/25/2016 08:43:00 AM,Queens,51,PD Residential Structure,Preliminary Investigation Only,Other
09/25/2016 10:14:03 AM,Queens,49,MD Residential Structure,Electrical Wiring,Electrical
09/25/2016 11:55:00 AM,Bronx,15,MD Residential Structure,Preliminary Investigation Only,Other
12/16/2016 10:34:00 PM,Brooklyn,42,MFA,MFA,No Fire
09/25/2016 12:38:24 PM,Queens,51,PD Residential Structure,Ignitable Liquids/Gases - Natural Gas,Ignitable
09/25/2016 01:22:00 PM,Manhattan,04,Commercial Structure,Preliminary Investigation Only,Other
09/25/2016 03:24:00 PM,Manhattan,13,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/25/2016 04:42:51 PM,Brooklyn,43,PD Residential Structure,Incendiary - Combustible Material,Incendiary
09/25/2016 06:59:00 PM,Bronx,26,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
09/25/2016 07:00:00 PM,Brooklyn,43,Outside Rubbish,Incendiary - Combustible Material,Incendiary
09/25/2016 07:41:00 PM,Manhattan,13,MD Residential Structure,Preliminary Investigation Only,Other
09/25/2016 08:17:52 PM,Staten Island,22,PD Residential Structure,Clothes Dryer - Natural Gas,Appliances
09/25/2016 09:05:00 PM,Manhattan,11,MD Residential Structure,Incendiary - Combustible Material,Incendiary
09/25/2016 11:27:00 PM,Brooklyn,31,MD Residential Structure,Incendiary,Incendiary
09/26/2016 12:10:29 AM,Queens,51,Commercial Structure,Vehicle Wiring,Electrical
09/26/2016 12:32:00 AM,Queens,28,Garage/Shed,Smoking (Cigarette/Cigar),Smoking
09/26/2016 02:08:11 AM,Queens,54,Garage/Shed,Incendiary,Incendiary
09/26/2016 04:12:22 AM,Manhattan,13,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
09/26/2016 05:54:00 AM,Queens,49,Commercial Structure,Extension Cord,Electrical
09/26/2016 07:13:30 AM,Brooklyn,58,MD Residential Structure,Incendiary,Incendiary
09/26/2016 07:25:00 AM,Staten Island,21,PD Residential Structure,Other - Open Flame,Open Flame
09/26/2016 08:00:00 AM,Manhattan,12,Other,Juvenile Firesetter Intervention,Other
09/26/2016 10:12:10 AM,Bronx,27,MD Residential Structure,Extension Cord,Electrical
09/26/2016 02:09:00 PM,Queens,50,PD Residential Structure,Preliminary Investigation Only,Other
09/26/2016 03:57:31 PM,Queens,28,Commercial Structure,Incendiary,Incendiary
09/26/2016 04:19:00 PM,Brooklyn,57,Garage/Shed,Smoking (Cigarette/Cigar),Smoking
09/26/2016 05:01:00 PM,Bronx,19,MD Residential Structure,Preliminary Investigation Only,Other
09/26/2016 06:55:00 PM,Queens,54,Outside Rubbish,Incendiary,Incendiary
09/26/2016 07:25:23 PM,Bronx,14,MD Residential Structure,Incendiary,Incendiary
09/26/2016 08:06:00 PM,Queens,52,PD Residential Structure,Preliminary Investigation Only,Other
09/26/2016 08:41:00 PM,Manhattan,02,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
09/26/2016 09:59:20 PM,Brooklyn,38,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
09/26/2016 11:44:34 PM,Bronx,03,Vehicle,Incendiary,Incendiary
09/27/2016 01:46:00 AM,Bronx,20,Outside Rubbish,Incendiary - Combustible Material,Incendiary
09/27/2016 03:05:00 AM,Brooklyn,40,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
09/27/2016 04:45:00 AM,Brooklyn,44,Vehicle,Incendiary - Combustible Material,Incendiary
09/27/2016 06:05:18 AM,Queens,46,PD Residential Structure,Incendiary - Combustible Material,Incendiary
09/27/2016 06:22:00 AM,Bronx,19,PD Residential Structure,SIU Investigation,Other
09/27/2016 06:22:11 AM,Bronx,27,PD Residential Structure,Ignitable Liquids/Gases - Natural Gas,Ignitable
09/27/2016 07:41:00 AM,Brooklyn,32,Hospital,Heat or Sparks from Friction,Hot Objects
09/27/2016 08:00:00 AM,Bronx,14,Other,Juvenile Firesetter Intervention,Other
09/27/2016 08:41:00 AM,Brooklyn,41,MD Residential Structure,Preliminary Investigation Only,Other
09/27/2016 11:05:00 AM,Manhattan,16,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/27/2016 11:21:02 AM,Manhattan,06,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/27/2016 11:38:25 AM,Brooklyn,35,Other,Preliminary Investigation Only,Other
09/27/2016 12:02:20 PM,Bronx,17,MD Residential Structure,Rangehood Fire - Ductwork,Cooking Carelessness
09/27/2016 12:18:00 PM,Brooklyn,57,MD Residential Structure,Preliminary Investigation Only,Other
09/27/2016 12:48:16 PM,Brooklyn,44,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/27/2016 02:56:39 PM,Staten Island,22,Burn Notification,Other,Other
09/27/2016 05:10:00 PM,Brooklyn,58,MD Residential Structure,Preliminary Investigation Only,Other
09/27/2016 05:26:03 PM,Manhattan,09,Commercial Structure,Electrical Wiring,Electrical
09/27/2016 06:17:00 PM,Manhattan,11,MD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking Carelessness
09/27/2016 09:29:00 PM,Manhattan,16,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
09/27/2016 10:15:22 PM,Queens,50,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
09/27/2016 10:47:00 PM,Queens,50,PD Residential Structure,Not Ascertained,Other
09/28/2016 12:12:00 AM,Staten Island,22,Group Home,Stove/Cooking - Other,Cooking Carelessness
09/28/2016 12:17:00 AM,Manhattan,06,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/28/2016 01:19:11 AM,Queens,54,PD Residential Structure,Incendiary,Incendiary
09/28/2016 07:18:00 AM,Queens,54,PD Residential Structure,Rekindle,Other
09/28/2016 08:00:00 AM,Bronx,19,Other,Juvenile Firesetter Intervention,Other
09/28/2016 08:53:00 AM,Manhattan,13,MD Residential Structure,Preliminary Investigation Only,Other
09/28/2016 09:36:00 AM,Queens,52,Other,Smoking (Cigarette/Cigar),Smoking
09/28/2016 09:56:00 AM,Queens,54,PD Residential Structure,Preliminary Investigation Only,Other
09/28/2016 02:36:00 PM,Bronx,20,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/28/2016 03:23:37 PM,Bronx,18,MD Residential Structure,Other - Electrical,Electrical
09/28/2016 03:28:46 PM,Bronx,18,MD Residential Structure,Permanent Heater,Heaters
09/28/2016 03:48:00 PM,Bronx,27,MD Residential Structure,Preliminary Investigation Only,Other
09/28/2016 05:50:00 PM,Manhattan,06,MD Residential Structure,Preliminary Investigation Only,Other
09/28/2016 06:00:00 PM,Bronx,18,MD Residential Structure,Stove/Cooking - Stove,Cooking Carelessness
09/28/2016 06:00:21 PM,Queens,54,Commercial Structure,Rangehood Fire - Ductwork,Cooking Carelessness
09/28/2016 07:45:26 PM,Queens,47,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/28/2016 11:43:00 PM,Brooklyn,31,Other,Other - No Fire,No Fire
09/29/2016 12:51:00 AM,Manhattan,02,Other,Incendiary,Incendiary
09/29/2016 03:01:00 AM,Brooklyn,58,MD Residential Structure,Preliminary Investigation Only,Other
09/29/2016 03:07:00 AM,Manhattan,06,MD Residential Structure,Preliminary Investigation Only,Other
09/29/2016 05:46:00 AM,Brooklyn,39,MD Residential Structure,Preliminary Investigation Only,Other
09/29/2016 07:35:00 AM,Manhattan,12,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/29/2016 07:38:20 AM,Bronx,27,MD Residential Structure,Extension Cord,Electrical
09/29/2016 07:43:00 AM,Queens,50,Vehicle,Electrical Wiring,Electrical
09/29/2016 10:38:16 AM,Queens,52,Burn Notification,Ignitable Liquids/Gases - Natural Gas,Ignitable
09/29/2016 12:42:51 PM,Staten Island,21,MD Residential Structure,Candle,Open Flame
09/29/2016 12:49:29 PM,Staten Island,22,PD Residential Structure,Candle,Open Flame
09/29/2016 03:53:00 PM,Bronx,17,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
09/29/2016 04:02:04 PM,Brooklyn,48,Commercial Structure,Incendiary - Combustible Material,Incendiary
09/29/2016 04:11:35 PM,Bronx,18,Hospital,Incendiary - Combustible Material,Incendiary
09/29/2016 04:19:00 PM,Brooklyn,44,Garage/Shed,Smoking (Cigarette/Cigar),Smoking
09/29/2016 06:45:00 PM,Queens,52,MD Residential Structure,Motors - Fan,Motors
09/30/2016 02:53:00 AM,Brooklyn,28,Vehicle,Incendiary,Incendiary
09/30/2016 03:25:51 AM,Brooklyn,41,MD Residential Structure,Barbecue - Wood/Charcoal,Cooking Carelessness
09/30/2016 03:34:28 AM,Manhattan,09,MD Residential Structure,Electrical Wiring,Electrical
09/30/2016 05:05:00 AM,Manhattan,12,MD Residential Structure,Preliminary Investigation Only,Other
09/30/2016 05:12:55 AM,Queens,51,PD Residential Structure,Other - Electrical,Electrical
09/30/2016 05:58:00 AM,Brooklyn,31,Commercial Structure,Electrical Wiring,Electrical
09/30/2016 06:23:26 AM,Manhattan,12,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/30/2016 07:14:00 AM,Bronx,17,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/30/2016 07:32:54 AM,Manhattan,09,Other,Preliminary Investigation Only,Other
09/30/2016 12:31:00 PM,Brooklyn,04,PD Residential Structure,Ignitable Liquids/Gases - Natural Gas,Ignitable
09/30/2016 01:35:00 PM,Bronx,15,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
09/30/2016 04:26:00 PM,Queens,54,PD Residential Structure,Preliminary Investigation Only,Other
09/30/2016 04:39:00 PM,Queens,54,PD Residential Structure,Preliminary Investigation Only,Other
09/30/2016 05:29:00 PM,Manhattan,11,MD Residential Structure,Preliminary Investigation Only,Other
09/30/2016 08:11:00 PM,Brooklyn,35,PD Residential Structure,Preliminary Investigation Only,Other
09/30/2016 08:19:00 PM,Manhattan,13,MD Residential Structure,Preliminary Investigation Only,Other
09/30/2016 09:19:00 PM,Brooklyn,35,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
09/30/2016 10:38:00 PM,Brooklyn,58,MD Residential Structure,Preliminary Investigation Only,Other
10/01/2016 12:13:00 AM,Manhattan,02,MD Residential Structure,Preliminary Investigation Only,Other
10/01/2016 12:17:58 AM,Queens,51,PD Residential Structure,Candle,Open Flame
10/01/2016 04:15:00 AM,Queens,46,MD Residential Structure,Preliminary Investigation Only,Other
10/01/2016 04:34:00 AM,Manhattan,10,MD Residential Structure,Incendiary,Incendiary
10/01/2016 04:35:00 AM,Manhattan,13,MD Residential Structure,Preliminary Investigation Only,Other
10/01/2016 05:20:00 AM,Brooklyn,57,MD Residential Structure,Preliminary Investigation Only,Other
10/01/2016 06:22:30 AM,Queens,52,Vehicle,Electrical Wiring,Electrical
10/01/2016 02:11:36 PM,Bronx,26,MD Residential Structure,Matches/Lighter,Open Flame
10/01/2016 02:45:00 PM,Brooklyn,58,Other,Incendiary,Incendiary
10/01/2016 03:34:28 PM,Manhattan,10,Other,Incendiary,Incendiary
10/01/2016 05:22:10 PM,Bronx,15,PD Residential Structure,Incense,Hot Objects
10/01/2016 07:04:58 PM,Brooklyn,35,MD Residential Structure,Electrical Wiring,Electrical
10/01/2016 08:22:00 PM,Manhattan,16,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/01/2016 09:10:40 PM,Queens,50,PD Residential Structure,Preliminary Investigation Only,Other
10/01/2016 09:31:48 PM,Manhattan,08,MD Residential Structure,Incendiary,Incendiary
10/01/2016 11:04:00 PM,Brooklyn,41,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/02/2016 01:45:00 AM,Queens,51,PD Residential Structure,Preliminary Investigation Only,Other
10/02/2016 02:04:25 AM,Manhattan,11,MD Residential Structure,Incendiary - Combustible Material,Incendiary
10/02/2016 06:14:00 AM,Queens,54,MD Residential Structure,Preliminary Investigation Only,Other
10/02/2016 06:38:00 AM,Queens,50,PD Residential Structure,Preliminary Investigation Only,Other
10/02/2016 08:20:00 AM,Bronx,27,MD Residential Structure,Preliminary Investigation Only,Other
10/02/2016 11:30:00 AM,Manhattan,06,Commercial Structure,Spontaneous Combustion,Natural Sources
10/02/2016 03:37:21 PM,Brooklyn,58,PD Residential Structure,Clothes Dryer,Appliances
10/02/2016 03:49:35 PM,Brooklyn,32,Outside Rubbish,Incendiary,Incendiary
10/02/2016 04:25:00 PM,Manhattan,16,Transit,Smoking (Cigarette/Cigar),Smoking
10/02/2016 06:33:00 PM,Bronx,14,Outside Rubbish,Incendiary,Incendiary
10/02/2016 06:34:00 PM,Manhattan,11,Outside Rubbish,Incendiary - Combustible Material,Incendiary
10/02/2016 06:40:00 PM,Queens,45,MD Residential Structure,Other Appliance,Appliances
10/02/2016 06:46:06 PM,Queens,51,PD Residential Structure,Electrical Wiring,Electrical
10/02/2016 10:03:00 PM,Staten Island,22,Vehicle,Incendiary - Combustible Material,Incendiary
10/02/2016 10:10:00 PM,Brooklyn,44,Outside Rubbish,Incendiary,Incendiary
10/03/2016 12:04:00 AM,Queens,52,Outside Rubbish,Other - No Fire,No Fire
10/03/2016 01:04:00 AM,Queens,45,MD Residential Structure,Preliminary Investigation Only,Other
10/03/2016 01:10:00 AM,Bronx,17,MD Residential Structure,Preliminary Investigation Only,Other
10/03/2016 01:39:00 AM,Bronx,17,MD Residential Structure,Preliminary Investigation Only,Other
10/03/2016 02:05:00 AM,Bronx,26,MD Residential Structure,Preliminary Investigation Only,Other
10/03/2016 02:06:46 AM,Manhattan,06,MFA,MFA,No Fire
10/03/2016 02:17:00 AM,Bronx,17,MD Residential Structure,Incendiary,Incendiary
10/03/2016 04:07:32 AM,Queens,28,Commercial Structure,Ignitable Liquids/Gases - Gasoline,Ignitable
10/03/2016 04:32:00 AM,Bronx,03,MD Residential Structure,Other - No Fire,No Fire
10/03/2016 05:49:00 AM,Brooklyn,38,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/03/2016 06:35:56 AM,Bronx,19,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/03/2016 07:43:47 AM,Queens,51,Other,Preliminary Investigation Only,Other
10/03/2016 08:00:00 AM,Queens,47,Other,Juvenile Firesetter Intervention,Other
10/03/2016 01:09:46 PM,Queens,54,Commercial Structure,Rangehood Fire - Ductwork,Cooking Carelessness
10/03/2016 03:27:00 PM,Brooklyn,35,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/03/2016 03:41:43 PM,Manhattan,09,MD Residential Structure,Preliminary Investigation Only,Other
10/03/2016 03:42:24 PM,Queens,50,MD Residential Structure,Incendiary - Ignitable Liquid,Incendiary
10/03/2016 03:48:00 PM,Brooklyn,35,MD Residential Structure,Preliminary Investigation Only,Other
12/19/2016 07:19:00 AM,Bronx,03,Vehicle,Smoking (Cigarette/Cigar),Smoking
10/03/2016 07:43:30 PM,Brooklyn,32,Outside Rubbish,Incendiary - Combustible Material,Incendiary
10/03/2016 08:04:00 PM,Manhattan,06,MD Residential Structure,Candle,Open Flame
10/03/2016 08:33:32 PM,Queens,52,Outside Rubbish,Incendiary,Incendiary
10/03/2016 08:53:50 PM,Manhattan,12,MD Residential Structure,Incendiary,Incendiary
10/03/2016 10:42:04 PM,Brooklyn,39,MD Residential Structure,Incendiary - Combustible Material,Incendiary
10/04/2016 02:58:06 AM,Bronx,20,PD Residential Structure,Extension Cord,Electrical
10/04/2016 03:30:10 AM,Bronx,27,MD Residential Structure,Incendiary - Combustible Material,Incendiary
10/04/2016 10:35:00 AM,Brooklyn,35,MD Residential Structure,Incendiary,Incendiary
10/04/2016 12:42:05 PM,Bronx,19,MD Residential Structure,Preliminary Investigation Only,Other
10/04/2016 02:35:35 PM,Queens,47,Vehicle,Smoking (Cigarette/Cigar),Smoking
10/04/2016 04:10:06 PM,Brooklyn,39,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/04/2016 04:40:00 PM,Bronx,15,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
10/04/2016 05:16:00 PM,Bronx,19,Transit,Smoking (Cigarette/Cigar),Smoking
10/04/2016 06:33:53 PM,Queens,50,PD Residential Structure,Incendiary,Incendiary
10/04/2016 08:21:00 PM,Bronx,03,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
